Pheno,UKB ID,IDP short name,,Units,Type,Cat.,Category,modality,Category name,IDP description,N(disc),Npar(disc),Nnonpar(disc),N(rep),Npar(rep),Nnonpar(rep),N(all),Npar(all),Nnonpar(all),Heritability,Heritability(SE)
2545,25753,rfMRI connectivity (ICA100 edge 117),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.14E-02,1.44E-02
2546,25753,rfMRI connectivity (ICA100 edge 118),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.85E-02,1.49E-02
2547,25753,rfMRI connectivity (ICA100 edge 119),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.82E-02,1.49E-02
2548,25753,rfMRI connectivity (ICA100 edge 120),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.70E-03,1.31E-02
2549,25753,rfMRI connectivity (ICA100 edge 121),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.23E-02,1.55E-02
2550,25753,rfMRI connectivity (ICA100 edge 122),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.13E-02,1.43E-02
2551,25753,rfMRI connectivity (ICA100 edge 123),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.50E-03,1.35E-02
2552,25753,rfMRI connectivity (ICA100 edge 124),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.46E-02,1.59E-02
2553,25753,rfMRI connectivity (ICA100 edge 125),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.74E-02,1.47E-02
2554,25753,rfMRI connectivity (ICA100 edge 126),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.70E-03,1.35E-02
2555,25753,rfMRI connectivity (ICA100 edge 127),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.66E-02,1.68E-02
2556,25753,rfMRI connectivity (ICA100 edge 128),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.83E-02,1.41E-02
2557,25753,rfMRI connectivity (ICA100 edge 129),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.56E-02,1.42E-02
2558,25753,rfMRI connectivity (ICA100 edge 130),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.84E-02,1.39E-02
2559,25753,rfMRI connectivity (ICA100 edge 131),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.31E-02,1.37E-02
2560,25753,rfMRI connectivity (ICA100 edge 132),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.87E-02,1.70E-02
2561,25753,rfMRI connectivity (ICA100 edge 133),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.98E-02,1.74E-02
2562,25753,rfMRI connectivity (ICA100 edge 134),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.60E-03,1.32E-02
2563,25753,rfMRI connectivity (ICA100 edge 135),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.92E-02,1.34E-02
2564,25753,rfMRI connectivity (ICA100 edge 136),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.87E-02,1.26E-02
2565,25753,rfMRI connectivity (ICA100 edge 137),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.19E-02,1.42E-02
2566,25753,rfMRI connectivity (ICA100 edge 138),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.01E-02,1.61E-02
2567,25753,rfMRI connectivity (ICA100 edge 139),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.84E-02,1.53E-02
2568,25753,rfMRI connectivity (ICA100 edge 140),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.33E-02,1.93E-02
2569,25753,rfMRI connectivity (ICA100 edge 141),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.29E-02,1.37E-02
2570,25753,rfMRI connectivity (ICA100 edge 142),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.30E-02,1.38E-02
2571,25753,rfMRI connectivity (ICA100 edge 143),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.83E-02,1.36E-02
2572,25753,rfMRI connectivity (ICA100 edge 144),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.29E-02,1.49E-02
2573,25753,rfMRI connectivity (ICA100 edge 145),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.22E-02,1.32E-02
2574,25753,rfMRI connectivity (ICA100 edge 146),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.50E-02,1.57E-02
2575,25753,rfMRI connectivity (ICA100 edge 147),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.19E-02,1.38E-02
2576,25753,rfMRI connectivity (ICA100 edge 148),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.92E-02,1.36E-02
2577,25753,rfMRI connectivity (ICA100 edge 149),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.61E-02,1.46E-02
2578,25753,rfMRI connectivity (ICA100 edge 150),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.41E-02,1.38E-02
2579,25753,rfMRI connectivity (ICA100 edge 151),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.21E-02,1.51E-02
2580,25753,rfMRI connectivity (ICA100 edge 152),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.80E-03,1.26E-02
2581,25753,rfMRI connectivity (ICA100 edge 153),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-2.70E-03,1.29E-02
2582,25753,rfMRI connectivity (ICA100 edge 154),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.10E-02,1.43E-02
2583,25753,rfMRI connectivity (ICA100 edge 155),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.23E-02,1.48E-02
2584,25753,rfMRI connectivity (ICA100 edge 156),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.80E-03,1.24E-02
2585,25753,rfMRI connectivity (ICA100 edge 157),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.45E-02,1.38E-02
2586,25753,rfMRI connectivity (ICA100 edge 158),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.70E-02,1.62E-02
2587,25753,rfMRI connectivity (ICA100 edge 159),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.32E-02,1.45E-02
2588,25753,rfMRI connectivity (ICA100 edge 160),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.77E-02,1.35E-02
2589,25753,rfMRI connectivity (ICA100 edge 161),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.44E-02,1.36E-02
2590,25753,rfMRI connectivity (ICA100 edge 162),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.71E-02,1.50E-02
2591,25753,rfMRI connectivity (ICA100 edge 163),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.62E-02,1.62E-02
2592,25753,rfMRI connectivity (ICA100 edge 164),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.62E-02,1.51E-02
2593,25753,rfMRI connectivity (ICA100 edge 165),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.19E-02,1.24E-02
2594,25753,rfMRI connectivity (ICA100 edge 166),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.57E-02,1.48E-02
2595,25753,rfMRI connectivity (ICA100 edge 167),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-4.30E-03,1.38E-02
2596,25753,rfMRI connectivity (ICA100 edge 168),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.01E-02,1.48E-02
2597,25753,rfMRI connectivity (ICA100 edge 169),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.42E-02,1.30E-02
2598,25753,rfMRI connectivity (ICA100 edge 170),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.34E-02,1.41E-02
2599,25753,rfMRI connectivity (ICA100 edge 171),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.80E-02,1.29E-02
2600,25753,rfMRI connectivity (ICA100 edge 172),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.72E-02,1.31E-02
2601,25753,rfMRI connectivity (ICA100 edge 173),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.32E-02,1.35E-02
2602,25753,rfMRI connectivity (ICA100 edge 174),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.59E-02,1.40E-02
2603,25753,rfMRI connectivity (ICA100 edge 175),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.92E-02,1.48E-02
2604,25753,rfMRI connectivity (ICA100 edge 176),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-1.40E-03,1.37E-02
2605,25753,rfMRI connectivity (ICA100 edge 177),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.85E-02,1.37E-02
2606,25753,rfMRI connectivity (ICA100 edge 178),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-1.20E-03,1.43E-02
2607,25753,rfMRI connectivity (ICA100 edge 179),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.50E-03,1.29E-02
2608,25753,rfMRI connectivity (ICA100 edge 180),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.30E-03,1.37E-02
2609,25753,rfMRI connectivity (ICA100 edge 181),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.45E-02,1.30E-02
2610,25753,rfMRI connectivity (ICA100 edge 182),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.80E-03,1.53E-02
2611,25753,rfMRI connectivity (ICA100 edge 183),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-3.60E-03,1.31E-02
2612,25753,rfMRI connectivity (ICA100 edge 184),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.40E-03,1.39E-02
2613,25753,rfMRI connectivity (ICA100 edge 185),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.50E-03,1.35E-02
2614,25753,rfMRI connectivity (ICA100 edge 186),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.30E-03,1.51E-02
2615,25753,rfMRI connectivity (ICA100 edge 187),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-8.00E-04,1.65E-02
2616,25753,rfMRI connectivity (ICA100 edge 188),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.12E-02,1.45E-02
2617,25753,rfMRI connectivity (ICA100 edge 189),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,10601,10604,31688,31664,31673,5.61E-02,1.36E-02
2618,25753,rfMRI connectivity (ICA100 edge 190),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.06E-02,1.39E-02
2619,25753,rfMRI connectivity (ICA100 edge 191),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.20E-02,1.48E-02
2620,25753,rfMRI connectivity (ICA100 edge 192),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.70E-02,1.48E-02
2621,25753,rfMRI connectivity (ICA100 edge 193),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.77E-02,1.27E-02
2622,25753,rfMRI connectivity (ICA100 edge 194),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.38E-02,1.35E-02
2623,25753,rfMRI connectivity (ICA100 edge 195),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.71E-02,1.55E-02
2624,25753,rfMRI connectivity (ICA100 edge 196),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.20E-02,1.81E-02
2625,25753,rfMRI connectivity (ICA100 edge 197),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.61E-02,1.66E-02
2626,25753,rfMRI connectivity (ICA100 edge 198),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-1.20E-02,1.36E-02
2627,25753,rfMRI connectivity (ICA100 edge 199),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.35E-01,1.71E-02
2628,25753,rfMRI connectivity (ICA100 edge 200),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.13E-02,1.45E-02
2629,25753,rfMRI connectivity (ICA100 edge 201),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.05E-02,1.59E-02
2630,25753,rfMRI connectivity (ICA100 edge 202),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.70E-02,1.56E-02
2631,25753,rfMRI connectivity (ICA100 edge 203),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.01E-01,1.76E-02
2632,25753,rfMRI connectivity (ICA100 edge 204),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.10E-03,1.47E-02
2633,25753,rfMRI connectivity (ICA100 edge 205),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.70E-02,1.58E-02
2634,25753,rfMRI connectivity (ICA100 edge 206),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.55E-02,1.45E-02
2635,25753,rfMRI connectivity (ICA100 edge 207),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.54E-02,1.53E-02
2636,25753,rfMRI connectivity (ICA100 edge 208),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.65E-02,1.31E-02
2637,25753,rfMRI connectivity (ICA100 edge 209),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.34E-02,1.42E-02
2638,25753,rfMRI connectivity (ICA100 edge 210),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.88E-02,1.33E-02
2639,25753,rfMRI connectivity (ICA100 edge 211),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.70E-03,1.28E-02
2640,25753,rfMRI connectivity (ICA100 edge 212),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.64E-02,1.39E-02
2641,25753,rfMRI connectivity (ICA100 edge 213),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.50E-03,1.39E-02
2642,25753,rfMRI connectivity (ICA100 edge 214),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.25E-02,2.18E-02
2643,25753,rfMRI connectivity (ICA100 edge 215),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.12E-02,1.54E-02
2644,25753,rfMRI connectivity (ICA100 edge 216),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.05E-02,1.28E-02
2645,25753,rfMRI connectivity (ICA100 edge 217),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.88E-02,1.46E-02
2646,25753,rfMRI connectivity (ICA100 edge 218),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.78E-02,1.35E-02
2647,25753,rfMRI connectivity (ICA100 edge 219),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.07E-02,2.09E-02
2648,25753,rfMRI connectivity (ICA100 edge 220),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.63E-02,1.32E-02
2649,25753,rfMRI connectivity (ICA100 edge 221),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.54E-02,1.56E-02
2650,25753,rfMRI connectivity (ICA100 edge 222),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.12E-02,1.38E-02
2651,25753,rfMRI connectivity (ICA100 edge 223),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.95E-02,1.45E-02
2652,25753,rfMRI connectivity (ICA100 edge 224),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.30E-03,1.40E-02
2653,25753,rfMRI connectivity (ICA100 edge 225),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.75E-02,1.43E-02
2654,25753,rfMRI connectivity (ICA100 edge 226),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.90E-03,1.48E-02
2655,25753,rfMRI connectivity (ICA100 edge 227),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.97E-02,1.69E-02
2656,25753,rfMRI connectivity (ICA100 edge 228),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.79E-02,1.33E-02
2657,25753,rfMRI connectivity (ICA100 edge 229),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.59E-02,1.48E-02
2658,25753,rfMRI connectivity (ICA100 edge 230),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.30E-03,1.44E-02
2659,25753,rfMRI connectivity (ICA100 edge 231),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.22E-02,1.43E-02
2660,25753,rfMRI connectivity (ICA100 edge 232),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.70E-02,1.33E-02
2661,25753,rfMRI connectivity (ICA100 edge 233),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.34E-02,1.41E-02
2662,25753,rfMRI connectivity (ICA100 edge 234),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.00E-04,1.33E-02
2663,25753,rfMRI connectivity (ICA100 edge 235),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.60E-02,1.31E-02
2664,25753,rfMRI connectivity (ICA100 edge 236),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.06E-02,1.38E-02
2665,25753,rfMRI connectivity (ICA100 edge 237),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.12E-02,1.43E-02
2666,25753,rfMRI connectivity (ICA100 edge 238),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.40E-02,1.48E-02
2667,25753,rfMRI connectivity (ICA100 edge 239),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.70E-02,1.54E-02
2668,25753,rfMRI connectivity (ICA100 edge 240),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.51E-02,1.78E-02
2669,25753,rfMRI connectivity (ICA100 edge 241),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-5.60E-03,1.31E-02
2670,25753,rfMRI connectivity (ICA100 edge 242),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.36E-02,1.35E-02
2671,25753,rfMRI connectivity (ICA100 edge 243),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.15E-02,1.29E-02
2672,25753,rfMRI connectivity (ICA100 edge 244),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.06E-02,1.44E-02
2673,25753,rfMRI connectivity (ICA100 edge 245),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.09E-02,1.24E-02
2674,25753,rfMRI connectivity (ICA100 edge 246),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.91E-02,1.32E-02
2675,25753,rfMRI connectivity (ICA100 edge 247),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.48E-02,1.48E-02
2676,25753,rfMRI connectivity (ICA100 edge 248),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.83E-02,1.76E-02
2677,25753,rfMRI connectivity (ICA100 edge 249),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.66E-02,1.36E-02
2678,25753,rfMRI connectivity (ICA100 edge 250),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.71E-02,1.32E-02
2679,25753,rfMRI connectivity (ICA100 edge 251),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.27E-02,1.45E-02
2680,25753,rfMRI connectivity (ICA100 edge 252),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.23E-02,1.37E-02
2681,25753,rfMRI connectivity (ICA100 edge 253),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.11E-02,2.19E-02
2682,25753,rfMRI connectivity (ICA100 edge 254),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.32E-02,1.41E-02
2683,25753,rfMRI connectivity (ICA100 edge 255),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.30E-02,1.43E-02
2684,25753,rfMRI connectivity (ICA100 edge 256),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.27E-02,1.31E-02
2685,25753,rfMRI connectivity (ICA100 edge 257),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.76E-02,1.50E-02
2686,25753,rfMRI connectivity (ICA100 edge 258),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.14E-02,1.46E-02
2687,25753,rfMRI connectivity (ICA100 edge 259),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.08E-02,1.34E-02
2688,25753,rfMRI connectivity (ICA100 edge 260),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.00E-02,1.62E-02
2689,25753,rfMRI connectivity (ICA100 edge 261),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.76E-02,1.47E-02
2690,25753,rfMRI connectivity (ICA100 edge 262),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.43E-02,1.48E-02
2691,25753,rfMRI connectivity (ICA100 edge 263),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.36E-02,1.38E-02
2692,25753,rfMRI connectivity (ICA100 edge 264),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.62E-02,1.40E-02
2693,25753,rfMRI connectivity (ICA100 edge 265),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.41E-02,1.61E-02
2694,25753,rfMRI connectivity (ICA100 edge 266),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.13E-01,2.14E-02
2695,25753,rfMRI connectivity (ICA100 edge 267),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.30E-02,1.47E-02
2696,25753,rfMRI connectivity (ICA100 edge 268),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.24E-02,1.36E-02
2697,25753,rfMRI connectivity (ICA100 edge 269),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.70E-03,1.41E-02
2698,25753,rfMRI connectivity (ICA100 edge 270),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.53E-02,1.58E-02
2699,25753,rfMRI connectivity (ICA100 edge 271),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.65E-02,1.38E-02
